,TTMT IS Equity,LT IS Equity,SBIN IS Equity,IIB IS Equity,MSIL IS Equity,UTCEM IS Equity,BAF IS Equity,TATA IS Equity,GRASIM IS Equity,BJFIN IS Equity,HUVR IS Equity,BPCL IS Equity,DRRD IS Equity,BJAUT IS Equity,VEDL IS Equity,HNDL IS Equity,IOCL IS Equity,NTPC IS Equity,CIPLA IS Equity,UPLL IS Equity,WPRO IS Equity,APNT IS Equity,SUNP IS Equity,TCS IS Equity,AXSB IS Equity,HMCL IS Equity,KMB IS Equity,HDFCB IS Equity,ITC IS Equity,NEST IS Equity,SBILIFE IS Equity,TTAN IS Equity,HDFCLIFE IS Equity,MM IS Equity,ICICIBC IS Equity,EIM IS Equity,INFO IS Equity,TECHM IS Equity,ADSEZ IS Equity,BHARTI IS Equity,GAIL IS Equity,COAL IS Equity,DIVI IS Equity,HCLT IS Equity,ONGC IS Equity,JSTL IS Equity,HDFC IS Equity
31-01-2015,0.14995861,0.09677304,-0.08774405,0.01795835,0.0555399,0.17354555,0,-0.05790852,0.12319266,0,0.1602622,0.05256788,-0.0359539,-0.0031339,0,0.0062777,0.0101586,-0.05945006,0.0433155,-0.08287262,0.03700933,0.0574354,0.0877839,-0.10963206,0.0594486,0.0406701,0.0338683,0.04608306,-0.03929055,0,0,0.0772512,0,-0.00470412,-0.04520172,-0.10443035,0.07837786,0.00321228,0.0218934,0.03643227,-0.10570786,-0.0420555,-0.1181172,0.01191386,-0.09060697,-0.06492837,-0.0622465
28-02-2015,-0.08852844,-0.15186302,-0.0595116,-0.06247415,-0.0553112,-0.0483954,0,-0.058266,-0.05420133,0,-0.0504841,-0.09125666,-0.0487565,0.0400856,0,-0.0272332,-0.11143824,0.01264462,-0.1018877,0.1263538,0.06570678,-0.1087654,0.0038088,0.00566934,-0.06240855,-0.0599594,0.0541093,-0.05362203,-0.02005651,0,0,-0.14082845,0,0.0887723,0.03218764,-0.15505328,-0.01897472,-0.02864193,-0.1673539,-0.05601816,-0.10748738,-0.0558558,0.01237362,0.06686784,0.03579036,-0.14479958,-0.0834166
31-03-2015,0.01739039,-0.00207974,0.0522899,-0.07120725,0.015344,-0.0738492,0,0.01365482,-0.03846303,0,0.06302395,-0.028942,-0.0560476,0.01541,-0.0315973,0.0875745,0.0546418,-0.09091584,-0.002381,-0.07545764,0.00113156,-0.10764135,0.03663505,0.0168303,-0.0053202,-0.03133365,-0.0424191,0.02053627,0.10283189,0,0,0.0691867,0,-0.08004854,-0.01147251,-0.03775486,6.91E-05,-0.0243452,0.05227405,-0.0429526,-0.05036084,-0.0360996,0.03976704,-0.00560596,0.00979374,0.03006822,-0.0627228
30-04-2015,0.02394534,0.02827388,-0.0306665,0.0051162,-0.0588546,0.0339031,0,0.08125568,-0.03283136,0,-0.0060053,0.02600652,0.1048695,0.035057,0.0577318,0.0255393,-0.053239,0.00699912,0.0433837,-0.02275754,0.14847307,0.0579702,0.02188195,-0.027533,-0.06037545,0.07069595,-0.0441495,-0.00408506,0.00972292,0,0,-0.052767,0,-0.00052197,-0.10209048,0.0159712,0.07940137,-0.0696054,-0.011894,0.0785038,0.00524838,0.00586625,0.01762118,0.0741009,-0.00162648,-0.0360407,0.0919114
31-05-2015,-0.06738415,0.0363139,-0.06505785,0.05993855,-0.008181,0.0006252,0,0.0210504,-0.00822817,0,-0.08136875,0.06157484,-0.0413136,0.0371052,0.0738528,-0.059232,-0.00970893,0.0700235,-0.0839798,0.00119622,0.0223791,-0.10488,-0.0499485,-0.03605016,-0.02456915,0.1037073,-0.04997754,0.0627654,-0.06823571,0,0,0.01061685,0,-0.11870285,-0.17003331,0.1026809,-0.0124125,-0.13490845,-0.0433976,-0.00783239,-0.03838652,0.0058085,-0.00824717,0.01409844,-0.19483439,-0.10129885,-0.0667401
30-06-2015,0.0647782,0.06877784,-0.02302005,-0.02998275,0.00953195,0.0148368,0.23655834,0.05860568,-0.06776198,0,0.053438,-0.0158264,0.05365425,-0.0011204,0.111012,0.04224,0.01833524,-0.02037195,0.0786352,-0.06881565,-0.1071054,0.0005951,-0.0437922,-0.05394023,-0.1128688,-0.0367405,-0.00201829,-0.0149025,0.02535404,0,0,-0.03333945,0,-0.01147697,0.0335468,-0.00122329,-0.05902296,0.074622,0.03417475,-0.06301714,-0.0262884,0.0149427,-0.04268685,-0.0468112,-0.06888609,-0.07578558,0.0147432
31-07-2015,-0.0700724,0.04759956,-0.0344625,0.12252135,0.009415,0.04004105,-0.0129407,-0.01576368,0.04595396,0,-0.0266613,-0.01830276,0.01619965,-0.0164,0.1891585,0.0004446,0.15559992,-0.05847624,0.1494202,-0.09172776,-0.02730956,0.1639416,-0.10121645,-0.0449196,0.02029315,-0.04593085,0.0564119,0.03147325,-0.0298368,0,0,0.0157895,0,0.01670083,-0.00185094,0.12998902,0.08591971,0.0996315,-0.0513708,-0.12137539,0.0919507,-0.0585786,0.01208976,-0.10481898,0.10184311,-0.16073508,-0.06386
31-08-2015,-0.01015345,0.0714764,-0.0874747,0.04519935,0.0549371,0.030525,0.0364154,-0.23872797,0.05234148,0,0.0478514,0.0174512,-0.0082716,0.03146205,0.0323324,0.10469375,0.055314,0.0630389,0.0212597,0.03846424,-0.174983,-0.00288645,-0.01967875,-0.006363,0.1081032,-0.00821445,0.0243805,0.05206291,-0.10264091,0,0,-0.0764298,0,0.01577438,-0.0425332,-0.26125003,0.00243553,-0.00212515,-0.0631184,0.15282468,0.08319494,0.0852909,0.04183047,-0.1633125,0.01464603,-0.12802734,0.1021668
30-09-2015,0.0082062,-0.03415832,0.06820115,0.07249465,0.0580518,-0.04848875,-0.1187604,-0.06718669,-0.04342806,0,0.084546,-0.0174482,-0.0402365,-0.03980525,-0.1310022,-0.131985,-0.1282801,-0.00678028,-0.0007755,-0.03630491,-0.01875772,-0.08313545,-0.0489325,0.00309209,0.03964285,0.0175545,0.03829655,0.07313291,-0.03674796,0,0,-0.07947675,0,0.11166636,0.00237522,-0.07922136,0.04416392,-0.0533128,0.1010742,-0.08317299,-0.02849748,-0.0544076,0.02839224,-0.02087259,0.02565873,-0.09896235,-0.02310505
31-10-2015,0.12048535,-0.01855628,-0.0060853,0.0562482,-0.1223951,-0.05038045,-0.0083032,0.04480116,0.0613888,0,-0.0594864,-0.0177353,-0.00553285,0.1045325,0.02705005,0.1301151,-0.01875948,0.01338709,0.00381475,-0.01365576,0.00382144,-0.0027719,-0.10309895,-0.00895334,-0.11423355,0.0811074,0.0170812,0.02545368,0.09829094,0,0,-0.0009501,0,0.05019122,-0.03743585,-0.05532819,-0.08168934,0.04524915,-0.05514035,-0.01220185,0.0729236,0.0067325,0.0138819,-0.11422746,0.0821691,-0.07735191,0.0510462
30-11-2015,-0.0179538,0.04698276,-0.14442915,0.0182286,0.00524505,0.0128299,0.00183888,-0.06662814,-0.02079466,0,-0.03975495,-0.12820836,-0.0411829,-0.0718715,0.02617805,0.08173075,-0.01783227,-0.04009986,0.031046,-0.00015404,0.02286899,0.03773755,0.177924,0.00071189,-0.0562959,-0.01835815,-0.0484457,0.0034458,-0.095847,0,0,0.04527805,0,0.03685502,0.04880981,-0.02269146,0.01489674,-0.0693861,0.0696141,0.00649115,0.15767224,-0.09674175,-0.0973125,-0.06724872,0.0289379,-0.11146228,0.02920095
31-12-2015,0.02890895,-0.02302416,0.0446718,-0.01182105,-0.0215244,-0.00932555,0.00389252,0.06462883,-0.04360488,0,0.0590978,-0.04680018,-0.0336134,-0.0629769,-0.07018035,-0.07306755,-0.07538136,0.03671333,0.0020213,0.03048061,-0.00670915,0.0181744,0.0307515,0.03001882,-0.0099992,-0.03718265,0.0008602,-0.03413256,0.00204358,0,0,0.020068,0,-0.01641134,-0.00435024,-0.04841508,-0.00236555,-0.0392517,0.0122792,0.06437471,-0.07815906,-0.0241407,-0.00289535,-0.0841092,0.0532974,0.1309238,0.02126565
31-01-2016,0.0629853,0.07480852,0.133756,-0.0242843,0.1048464,0.0340388,0.01710677,-0.12173203,0.04779194,0,0.03561265,-0.11741956,-0.0322861,0.0290957,0.07825845,0.0399189,0.02630247,-0.14441282,0.04607395,0.04311661,0.04241497,-0.0878581,0.00682795,0.02163532,-0.0110187,-0.08916435,-0.009255,0.0032384,-0.06031024,0,0,-0.051408,0,0.06100346,0.01397056,-0.01090695,-0.00187236,-0.1669335,0.1118645,0.05548301,-0.03431036,-0.0353725,0.0126681,0.02011902,-0.04966387,-0.03977128,-0.01831165
29-02-2016,-0.0909027,-0.09984995,-0.102858,-0.01706145,0.1331298,-0.045826,-0.12415692,-0.11661613,-0.05153658,0,0.00482055,0.12501772,-0.08636295,-0.01983,-0.24790635,-0.20448975,-0.0072144,-0.02299217,0.0745861,-0.12693596,-0.04941805,-0.09961695,-0.1330181,-0.04221952,-0.1157504,-0.0492765,-0.055351,0.0253198,0.02195738,0,0,0.0680094,0,-0.11352814,0.0464502,0.11398608,-0.04289352,0.17111135,-0.16943505,0.00123684,0.10788492,-0.11136115,0.0014229,-0.0825919,-0.22882535,-0.05036865,0.03149615
31-03-2016,0.2327129,0.05395592,0.20576295,0.12056675,-0.11374965,0.0922524,0.0471048,0.28095963,0.08675247,0,-0.0544009,0.14194322,0.03088225,0.010089,0.1286856,0.275557,0.02006658,-0.03923388,-0.03998545,0.11656006,0.00846712,-0.03712545,-0.04963425,0.05242585,0.0735797,0.05937335,0.0338926,0.07220149,-0.10826457,0,0,-0.1622915,0,-0.09203084,0.09898014,0.01384717,0.01240473,0.08846795,0.19991475,0.10531693,-0.02342381,-0.09125485,-0.0330018,-0.1086513,-0.001778,0.13277876,0.02618915
30-04-2016,-0.0639573,-0.02806584,-0.1781208,0.01267515,-0.06074425,-0.10261615,0.0295637,-0.0518186,0.05233563,0,-0.040957,0.08324097,-0.0253001,0.03384325,0.00814685,-0.0149954,0.10188988,-0.00540096,0.04937515,0.05997327,-0.05902079,-0.06589475,-0.02209535,-0.10157537,-0.0065199,-0.00737805,-0.0079601,0.04729901,-0.0791027,0,0,0.0321419,0,0.0405914,-0.11113368,-0.04748264,-0.12500275,-0.017362,-0.17056325,-0.11586785,-0.038395,0.0018502,0.071726,0.0481322,-0.07490236,0.02024851,-0.0775968
31-05-2016,0.07921005,-0.03634592,0.0510285,-0.0152475,0.0607907,-0.06091245,-0.10945449,-0.03977111,-0.0039674,0,0.0269571,-0.11756316,0.03630195,-0.0030881,0.0131685,0.0943513,-0.04487784,-0.06405809,0.0854988,0.05475496,0.01085471,0.08075835,-0.102003,-0.06681037,-0.0484898,-0.014915,-0.0271117,-0.05263099,0.04183466,0,0,-0.038154,0,-0.02643824,0.01818005,0.0347159,-0.01160553,-0.20808555,-0.05625785,-0.04760657,-0.03115128,-0.017942,-0.1040045,0.00492609,-0.10833481,-0.00725439,-0.03266805
30-06-2016,-0.0949551,-0.08177881,0.06457965,-0.0277221,-0.0782544,-0.04935625,-0.0672408,-0.10715715,0.01922,0,-0.0204519,0.05617578,0.0209441,-0.0663768,0.0895635,0.1326039,-0.00863054,0.02362201,-0.0089607,0.06425542,-0.031512,0.0102718,0.017861,-0.0335355,0.0114717,-0.06917045,0.007448,-0.05048808,-0.06629796,0,0,0.1114675,0,0.01431968,-0.02260743,-0.03693008,-0.00758942,0.01152495,0.010841,-0.07339134,-0.09685252,0.03201365,0.00528135,-0.04669044,-0.0684529,-0.03696966,-0.02887605
31-07-2016,0.0192388,-0.02468928,-0.0527835,0.00576065,0.11596095,0.07542335,0.30073252,-0.04701965,0.05279532,0,-0.03280445,0.11015836,0.2227003,-0.07765045,0.2845539,-0.0377104,0.23103292,-0.04514076,0.0077869,0.05567111,-0.00931905,0.06778395,0.0845673,0.05325541,-0.0221548,0.0127487,-0.0285251,0.05959768,-0.01770885,0,0,0.01784225,0,-0.01623288,0.06848844,0.16341208,-0.02127804,-0.0226032,0.0863967,-0.09384454,-0.09849567,-0.0619636,0.0240467,0.00650638,-0.0401382,0.15098716,0.08498015
31-08-2016,-0.0853482,0.03349122,-0.0649809,-0.0584269,0.00636405,-0.08820345,-0.04527508,0.06610475,0.00494914,0,-0.05691945,-0.13337045,0.0038396,0.03106655,-0.1139859,-0.00463305,-0.0854411,-0.08552225,-0.07991755,-0.0021555,0.03619155,-0.02944755,0.03500545,0.04136626,-0.0106353,-0.0849479,-0.0227424,-0.03837168,-0.0459853,0,0,-0.0258858,0,-0.05761074,-0.01813681,-0.04321434,-0.05194921,-0.0378508,0.0272034,0.03100232,0.04314636,-0.045405,0.0061638,0.04284845,0.01915809,0.00450832,-0.0769291
30-09-2016,0.03606705,-0.05138826,-0.03618105,-0.0967775,0.05350835,-0.0507273,-0.0045686,-0.17572331,-0.03472849,0,0.0261611,0.01297731,0.0073509,0.0010278,-0.0779114,-0.11745495,-0.07558435,0.02149181,-0.01739,-0.10097458,-0.00329705,-0.0072921,0.0138244,0.05701295,0.09295995,0.02178305,0.0291768,-0.02189734,-0.00304575,0,0,-0.0031122,0,-0.0279239,0.08613029,-0.01890228,-0.01659116,0.00950365,-0.08434535,0.0127296,0.03833862,-0.0096192,-0.00459405,-0.02708161,-0.0228998,-0.11214601,-0.024923
31-10-2016,-0.1264193,-0.07154612,-0.0782484,-0.03834745,-0.0083513,-0.07224,-0.06747525,0.02008033,-0.01639049,0,0.0450353,0.0914808,-0.000855,-0.0368734,0.1530375,-0.0169032,0.02128152,0.01193427,-0.02048535,-0.04126545,-0.00648977,0.017086,-0.00435825,-0.05122394,-0.0152444,0.00182235,0.0321869,0.0113734,-0.0461826,0,0,-0.0264942,0,0.01053746,0.00933723,0.0472607,-0.0432953,-0.0295059,0.01914435,0.00162015,0.0474448,-0.02798745,0.02191495,0.03607266,0.0396003,-0.01233201,-0.01258595
30-11-2016,0.0235635,0.0628691,-0.1438966,0.0322264,0.0916318,0.0851863,0.17322405,-0.22933337,0.15046022,0,-0.0578812,-0.00861938,-0.138165,0.0248631,-0.065247,-0.0785104,-0.00447392,-0.01889808,0.0540999,-0.01204125,0.06641342,0.1337034,0.01573,-0.00024383,-0.06116265,0.03031515,0.0054417,-0.00866244,-0.0088456,0,0,0.0701434,0,0.00762038,-0.05464183,0.08839085,0.02527958,0.0814797,-0.0708288,0.01298698,-0.04324562,-0.070443,0.04537455,-0.13217875,0.01081297,-0.11760064,0.02458345
31-12-2016,0.0220065,-0.06357468,-0.0276699,-0.0337091,-0.01545745,-0.0021962,-0.0923455,0.04449978,-0.0299779,0,-0.0032908,0.00174096,-0.0069838,-0.0366862,0.0721348,-0.005597,-0.03934565,-0.05454752,-0.0567083,-0.01451671,-0.04747809,-0.0621426,-0.0024972,0.0249354,-0.09242845,0.00733745,0.06064785,0.0005778,-0.0364363,0,0,-0.08725505,0,-0.03416049,-0.03568623,-0.006647,-0.01747137,-0.0918138,0.0041171,0.00324275,-0.08738196,-0.0379048,0.0213734,-0.0569745,0.05039145,-0.00830448,-0.056166
31-01-2017,0.11526675,0.05429798,0.04391825,0.13125305,0.0666839,0.1472481,0.2453608,0.11054665,0.03219491,0,0.0388256,0.06700268,-0.0082791,0.01239705,0.0576936,0.12256665,0.1076585,-0.04642056,-0.0083315,0.10734352,0.03798119,0.092122,-0.0179255,-0.12291501,-0.0650786,-0.003192,0.0715275,0.0625894,0.0724384,0,0,0.1153453,0,-0.01019253,-0.08423124,0.05614424,0.00730377,0.0007977,-0.04250685,-0.02072992,0.0034308,0.02648075,0.04983795,0.00753512,-0.073962,0.21964159,0.0488113
28-02-2017,0.0741285,0.02142864,0.03442365,0.0504664,0.023275,-0.01010095,-0.0564,-0.05677821,0.11713785,0,-0.0537849,-0.0286762,0.0354327,-0.03992625,-0.16955095,-0.0496549,-0.04017861,0.0110133,-0.08817,-0.0039625,0.01659221,0.0325989,-0.08928275,0.05407736,-0.009554,-0.0071278,0.03955155,0.03178998,0.064647,0,0,0.1079571,0,0.02893216,0.0355009,0.06399443,0.05743815,-0.00631735,-0.0119348,0.01816428,0.11097036,-0.020406,0.01493335,-0.03217742,0.0022365,-0.0181594,0.02387265
31-03-2017,-0.0863075,-0.013601,-0.00783225,0.01141985,-0.0301274,-0.0272205,0.01305615,-0.10470991,-0.0614172,0,0.0306427,0.03144645,0.0586164,-0.0096697,-0.1299066,-0.1305288,0.0010394,0.04270139,-0.04487405,-0.0284336,0.04432423,0.013968,0.0396019,0.04100568,0.0189194,-0.02353335,0.06633145,-0.02318056,-0.03743395,0,0,-0.03219125,0,-0.02637762,-0.08029102,0.04846076,-0.0591033,0.0668635,0.02313625,0.00026802,-0.04692792,0.0457686,-0.1929144,-0.04169235,-0.0428837,-0.118947,0.00199495
30-04-2017,-0.0279009,0.07923316,-0.0276551,-0.0187868,-0.02557545,-0.035022,-0.03506,0.04311838,-0.07127074,0,-0.0011032,0.102942,-0.098919,-0.0396315,0.0463522,0.0215136,0.14141548,-0.0808622,0.0571524,0.11409376,-0.00718671,-0.00530875,0.0419551,0.06810948,-0.0753319,-0.0138213,-0.062914,0.02668828,-0.0897316,0,0,-0.0503404,0,-0.00369648,-0.03176222,-0.0221247,0.09390234,0.0318108,-0.01298515,0.00586138,0.02309896,-0.0221982,-0.114624,0.04435428,-0.036858,-0.0571403,-0.0253541
31-05-2017,0.024444,-0.09856282,-0.02041945,-0.0253992,0.0251627,0.05300595,-0.0500643,0.10128775,-0.00877866,-0.09186915,0.13162155,-0.0073956,-0.0291709,0.02021015,-0.1502854,-0.1893983,-0.05936172,-0.00102048,-0.034042,-0.00430279,0.05920512,0.0089789,0.1671664,0.0676173,-0.0556935,0.1160208,-0.0085459,0.00048145,0.07383375,-0.0497849,0,-0.0581892,0,-0.001488,0.00789344,-0.03289935,0.0162064,-0.181203,-0.165072,-0.04210866,-0.00207999,-0.0012613,0.0022539,0.01143504,-0.0169714,-0.12661495,-0.0340263
30-06-2017,0.01043175,0.02036064,-0.02341415,0.0163293,-0.0077208,0.05569395,-0.0057539,-0.07889606,0.0454232,-0.0306039,0.0323702,0.09684006,0.0280922,0.0301511,-0.0475121,-0.0223996,0.06629211,-0.03323072,-0.0017112,-0.04640592,0.03781479,-0.0034923,-0.027497,0.04647937,-0.07304625,0.0259862,-0.00389185,0.02856579,-0.0381494,-0.022335,0,-0.2491287,0,0.01521522,-0.03880576,0.05693917,-0.00177472,-0.06324,-0.0172904,-0.02478124,0.02183792,0.0413834,0.0167141,0.01613791,0.1115657,-0.0809698,0.0345712
31-07-2017,-0.0534916,-0.06008187,0.04404505,0.00672965,-0.0118749,-0.0049374,0.174225,0.01264,-0.0198624,0.16934605,0.0031348,0.05258171,0.0595013,-0.0086823,0.12276385,0.07640725,-0.0366786,-0.0202806,-0.0443684,-0.00860542,-0.00344535,-0.0299893,0.04061505,-0.00562821,-0.0245574,-0.02441605,0.0203465,0.0298402,0.1286014,0.00384405,0,-0.058637,0,-0.01415712,-0.0375305,0.04434198,-0.02378711,0.00390495,0.02436985,0.10354976,-0.0006612,-0.02833515,0.04696205,0.04135138,-0.03728495,0.033021,-0.06287635
31-08-2017,0.15709995,0.0123078,0.01276665,-0.04689075,-0.0295152,-0.01595825,-0.1255083,0.06697485,-0.032707,-0.0697455,-0.05441215,0.0051201,0.1029342,-0.01620095,-0.04560465,-0.06128665,0.1828164,-0.1258101,-0.1457238,0.00941246,-0.02192292,-0.0221394,0.0904035,-0.00289863,0.0229358,-0.0132192,-0.0177928,-0.01845608,0.0257899,-0.0339472,0,0.1067787,0,0.02998807,-0.00527175,-0.08269956,-0.14493705,0.10581925,-0.0045324,-0.02206852,-0.12615847,0.0071982,0.0313492,-0.01474737,-0.01701545,0.0943786,-0.0705162
30-09-2017,-0.00066375,0.020831,0.0553695,0.03239415,0.03257665,0.0340995,0.04318465,-0.00589465,0.0771511,0.07454895,0.01846975,-0.00331645,0.06156805,0.036849,-0.0300021,0.03405265,-0.03741448,-0.02729307,0.00084855,-0.05148769,0.02386693,0.1101402,0.0086237,0.01349967,-0.1232158,-0.0122533,-0.0258468,-0.010663,0.0332573,-0.0037536,0,0.0299139,0,0.06375761,0.03576015,0.02357262,-0.00932995,-0.0109745,-0.036824,0.06253882,0.00971701,0.0727948,0.2217075,-0.00775945,0.00276,0.0773802,-0.0171565
31-10-2017,-0.025668,-0.03331745,0.15194475,-0.0009306,0.0343743,0.09008835,-0.01571495,-0.0475744,0.00253165,-0.0131664,-0.056879,0.0651138,-0.01270325,-0.00608935,-0.03769125,0.0744907,-0.09937599,0.05269328,-0.01306715,-0.04133241,-0.0359767,-0.04764435,-0.05589625,-0.00983997,-0.12712315,0.00182395,-0.0693852,-0.04782064,-0.0417096,-0.01691265,0,-0.0979501,0,0.0252597,-0.1534505,-0.01140469,0.01377999,-0.09476755,0.0602049,0.21216456,-0.01841361,0.0667489,-0.0823902,0.07831593,0.0423878,-0.0625464,-0.0023749
30-11-2017,0.0100211,-0.01490785,0.10827545,-0.0844972,0.00248035,0.0272289,-0.0186789,-0.00379984,0.04562835,-0.00348965,-0.05289885,-0.00481,-0.0380431,-0.0487802,0.1023864,0.09507015,0.01467355,-0.00715312,-0.0222134,-0.00524642,-0.02472288,-0.01162385,-0.0504582,0.0477298,-0.003955,-0.0345591,-0.02929365,-0.0295642,-0.0164428,0.02038065,0,0.2781922,0,-0.01839095,0.08597295,-0.02260985,0.00516432,-0.13290845,0.00198555,-0.01779074,0.00424834,0.02361825,-0.0753043,-0.0771561,-0.00537175,-0.05019405,-0.07511955
31-12-2017,0.0136608,0.0105837,0.00220355,-0.0318849,0.1360054,-0.0130113,0.0175939,0.03859165,0.0268583,-0.02429925,0.05327385,-0.0305678,0.07576165,-0.01440165,0.075573,0.1242186,0.01069736,-0.01356147,-0.0119223,-0.0255036,0.04476945,0.0294489,0.030899,-0.00438745,-0.0697029,0.00020575,-0.03178945,-0.02791366,-0.0378785,-0.0073239,0,-0.02973135,0,0.0078795,-0.0201118,0.04649926,0.03509964,-0.05117715,-0.0243664,-0.02522138,-0.05870487,-0.0228375,-0.01127595,0.0036549,0.0369416,0.0637606,-0.041571
31-01-2018,0.0210216,0.1267617,0.01009775,-0.08071175,-0.0516783,-0.0282462,0.0001659,-0.02493787,0.0289518,0.04672935,-0.05038595,0.0645763,0.00246715,-0.0090656,-0.08685055,0.0221177,0.01789491,0.04124953,-0.0459459,0.03095345,0.07058808,0.04242615,-0.020619,0.16444784,0.0063919,0.00427375,0.0784077,0.02870511,-0.0273262,0.0133847,0,-0.0292636,0,-0.024494,0.039078,0.00838368,0.04289922,0.2106875,-0.0109292,0.10177889,0.00989195,-0.0026509,0.02692645,0.10798891,-0.0418703,-0.02810995,0.1272668
28-02-2018,0.06263735,-0.0209547,0.065863,-0.02829305,-0.0086968,-0.00287205,-0.14438165,0.0144691,0.03487425,-0.082583,0.01893835,0.03028935,0.0344052,0.0067994,0.01251455,-0.02236175,-0.0015117,0.02914274,-0.078565,0.05517363,0.02444336,-0.03155635,-0.01644535,-0.04750965,0.0363939,-0.0020595,-0.0648595,-0.03183445,0.0151422,0.05819945,0,0.0433699,0,-0.0144092,0.0220135,-0.0794826,0.00236873,-0.05677065,0.03931275,0.02741516,-0.05861812,-0.07600975,-0.0763036,-0.03888776,-0.0416586,-0.1197169,-0.0662178
31-03-2018,-0.0317341,-0.0468909,-0.02013055,0.0695191,-0.0666288,-0.0404298,0.01472715,0.08712295,0.0288949,-0.0337766,-0.01401065,-0.06303965,-0.0484818,0.06443535,0.07169785,0.0679698,-0.01823088,0.01821569,0.07967775,-0.06194236,-0.07160684,-0.0573662,0.0607566,-0.01170756,-0.0508354,-0.0184026,0.007851,-0.0372802,-0.02591465,-0.0124426,0,0.1448172,0,-0.07144575,0.09193275,-0.03606438,-0.04069732,-0.1248285,0.05147405,-0.05829345,-0.03058942,0.0188172,-0.00093595,-0.08625884,-0.01624455,-0.0054162,-0.0646567
30-04-2018,-0.06113565,-0.00742,-0.0689759,-0.0296348,0.0553392,0.0124945,0.034589,-0.0584834,-0.11207805,-0.02459785,0.1300125,-0.0165151,-0.08736,0.01535915,-0.08454535,0.0411764,-0.048127,-0.04371274,-0.05004505,0.018486,-0.05571156,-0.02082085,-0.0421997,0.18565981,-0.0790053,0.000674,0.05009575,-0.00093452,0.04660795,0.0278663,0,0.0001061,0,0.18287405,-0.0383935,0.04244574,-0.07556931,0.0240015,0.04056925,0.0413793,-0.04344387,-0.02661945,0.0800015,0.02137152,-0.01120565,0.0660959,-0.0002251
31-05-2018,0.1030321,-0.07162735,0.017636,-0.0941393,0.0048104,-0.0284802,0.0089488,-0.0619462,-0.00429225,0.01749755,-0.0200944,-0.13143655,0.042535,0.0070228,0.08272025,-0.09335215,-0.0776965,-0.00556195,0.0835779,0.00055107,-0.00643715,0.0740297,-0.0471891,-0.04703298,0.0009595,0.0084651,0.0357182,0.0068096,-0.02595285,-0.08124335,0,0.05546565,0,0.00718875,0.0029681,-0.01822242,-0.03408359,-0.068228,0.01728285,-0.05691809,-0.05393212,0.06209325,0.089479,0.04530448,-0.009206,-0.133146,0.0192542
30-06-2018,-0.05048105,-0.0102938,0.06075965,-0.0232817,-0.0175052,-0.03263575,-0.00381135,-0.01870665,-0.06568435,-0.0627849,-0.06235085,-0.01876275,0.0833652,-0.061902,0.01107425,0.00137515,-0.00990145,0.04284764,0.11906175,0.02000461,-0.04460786,0.0155005,0.14787845,0.01048285,0.0183277,0.0434963,-0.0262899,-0.0458145,0.02073915,-0.0367968,0,-0.0238301,0,-0.0317319,-0.0459534,-0.0385343,0.00284807,-0.0374717,-0.0412648,-0.08429035,-0.10745373,0.03176685,-0.1080627,-0.01080432,0.10713715,0.0191143,-0.0223348
31-07-2018,0.010857,-0.0313226,0.0850688,-0.0004457,-0.0171178,0.0122952,0.1029994,-0.0599088,0.0157026,0.1008915,-0.01532675,-0.0227833,-0.0721503,-0.043461,-0.00548365,-0.0413913,-0.05321365,-0.07499699,-0.0509751,-0.12941533,0.04584754,0.09976325,-0.00733305,0.07971505,0.0641617,-0.0582925,0.02077475,0.02412302,0.11257415,-0.03368575,0,-0.02423685,0,-0.092068,0.1001053,0.00075585,-0.00796916,0.0296852,0.06424255,0.06546269,0.08983264,-0.1044175,-0.09519,0.0424701,0.00958,0.0281704,0.05707305
31-08-2018,-0.0181431,0.002459,-0.0454528,0.02408265,-0.0062685,0.00159415,-0.032936,0.061754,-0.0433887,0.02724805,-0.014976,-0.03186555,0.1451327,0.0201539,-0.1620133,0.0767304,-0.0262812,0.07365624,-0.0518466,0.03649345,0.04319636,-0.0061476,-0.03622315,0.00797535,0.1835802,-0.0167559,0.02912895,0.03978754,0.0378211,0.0522228,0,0.0270453,0,0.0232065,0.118548,-0.0482312,-0.05478935,0.1031068,-0.12442015,-0.06229722,-0.10294074,0.05234625,0.01098975,0.03508369,0.00373305,0.16684395,-0.0024469
30-09-2018,0.0891321,0.0205773,0.10156485,0.11323345,0.17787555,-0.01740765,0.2480991,-0.0262668,-0.1479405,0.0879264,0.0454743,0.0532088,0.0118704,0.0315433,-0.10974055,-0.205855,-0.02968095,-0.00108846,-0.056029,-0.0070032,0.06427532,0.0608904,-0.03262965,-0.02264165,-0.002923,-0.0186467,0.0447457,0.03092919,0.0394769,0.03534215,0,0.0679037,0,-0.0187629,0.0613397,0.03243704,-0.01430934,-0.0801664,0.0490027,-0.04934667,-0.04724572,0.0129114,-0.141933,0.0107237,-0.0604285,0.0481167,0.0342641
