Dates,Daily PNL,Gross Exposure,EOD Net Exposure,Cumulative PNL,Cumulative PNL%,DD in %,DD in INR
2003-07-02,4774.999999999977,565375.0,565375.0,491521.3337499939,0.049152133374999386,0.0,0.0
2003-07-03,3500.0,568875.0,568875.0,495021.3337499939,0.04950213337499939,0.0,0.0
2003-07-04,-524.9999999999773,568350.0,568350.0,494496.3337499939,0.049449633374999385,-5.25e-05,-525.0
2003-07-07,1949.9999999999318,570300.0,570300.0,496446.3337499938,0.04964463337499938,0.0,0.0
2003-07-08,-49.999999999954525,570250.0,570250.0,496396.3337499939,0.04963963337499939,-4.99999999999418e-06,-49.99999999994179
2003-07-09,-3375.0,566875.0,566875.0,493021.3337499939,0.04930213337499939,-0.0003424999999999942,-3424.999999999942
2003-07-10,13075.000000000045,579950.0,579950.0,506096.33374999394,0.050609633374999394,0.0,0.0
2003-07-11,-850.0000000000227,579100.0,579100.0,505246.33374999394,0.05052463337499939,-8.5e-05,-850.0
2003-07-14,6674.9999999999545,585775.0,585775.0,511921.3337499939,0.051192133374999386,0.0,0.0
2003-07-15,-6674.9999999999545,579100.0,579100.0,505246.33374999394,0.05052463337499939,-0.0006674999999999942,-6674.999999999942
2003-07-16,7524.999999999977,586625.0,586625.0,512771.33374999394,0.051277133374999395,0.0,0.0
2003-07-17,-9250.0,577375.0,577375.0,503521.33374999394,0.05035213337499939,-0.000925,-9250.0
2003-07-18,-5496.61500000002,572050.0,-572050.0,498024.71874999395,0.04980247187499939,-0.001474661499999999,-14746.61499999999
2003-07-21,12674.999999999955,559375.0,-559375.0,510699.7187499939,0.05106997187499939,-0.0002071615000000049,-2071.615000000049
2003-07-22,2924.9999999999545,556450.0,-556450.0,513624.71874999383,0.051362471874999385,0.0,0.0
2003-07-23,-2599.999999999909,559050.0,-559050.0,511024.71874999395,0.051102471874999396,-0.0002599999999999884,-2599.9999999998836
2003-07-24,-9475.000000000022,568525.0,-568525.0,501549.71874999395,0.05015497187499939,-0.0012074999999999883,-12074.999999999884
2003-07-25,-13149.450000000228,581500.0,581500.0,488400.2687499937,0.04884002687499937,-0.002522445000000013,-25224.450000000128
2003-07-28,2825.0000000000455,584325.0,584325.0,491225.26874999376,0.04912252687499938,-0.002239945000000007,-22399.45000000007
2003-07-29,5299.9999999999545,589625.0,589625.0,496525.2687499937,0.04965252687499937,-0.0017099450000000128,-17099.450000000128
2003-07-30,2200.0000000000455,591825.0,591825.0,498725.26874999376,0.04987252687499938,-0.001489945000000007,-14899.45000000007
2003-07-31,1099.999999999909,592925.0,592925.0,499825.26874999364,0.049982526874999364,-0.0013799450000000187,-13799.450000000186
2003-08-01,550.0000000000682,593475.0,593475.0,500375.2687499937,0.05003752687499937,-0.001324945000000013,-13249.450000000128
2003-08-04,4875.0,598350.0,598350.0,505250.2687499937,0.05052502687499937,-0.0008374450000000128,-8374.450000000128
2003-08-05,-8425.00000000007,589925.0,589925.0,496825.26874999364,0.04968252687499936,-0.0016799450000000186,-16799.450000000186
2003-08-06,-7474.787500000048,582625.0,-582625.0,489350.4812499936,0.04893504812499936,-0.0024274237500000223,-24274.23750000022
2003-08-07,-13503.785000000107,595950.0,595950.0,475846.6962499935,0.047584669624999354,-0.0037778022500000313,-37778.02250000031
2003-08-08,12024.999999999978,607975.0,607975.0,487871.6962499935,0.04878716962499935,-0.0025753022500000313,-25753.022500000312
2003-08-11,4174.9999999999545,612150.0,612150.0,492046.69624999346,0.04920466962499934,-0.002157802250000037,-21578.02250000037
2003-08-12,225.00000000002274,612375.0,612375.0,492271.69624999346,0.049227169624999345,-0.002135302250000037,-21353.02250000037
2003-08-13,8774.999999999978,621150.0,621150.0,501046.69624999346,0.05010466962499935,-0.001257802250000037,-12578.02250000037
2003-08-14,-24.999999999977263,621125.0,621125.0,501021.69624999346,0.050102169624999346,-0.001260302250000037,-12603.02250000037
2003-08-18,16049.999999999955,637175.0,637175.0,517071.6962499934,0.05170716962499934,0.0,0.0
2003-08-19,175.0000000000682,637350.0,637350.0,517246.69624999346,0.051724669624999345,0.0,0.0
2003-08-20,6549.9999999999545,643900.0,643900.0,523796.6962499934,0.05237966962499934,0.0,0.0
2003-08-21,7750.0,651650.0,651650.0,531546.6962499934,0.05315466962499934,0.0,0.0
2003-08-22,4524.999999999977,656175.0,656175.0,536071.6962499934,0.05360716962499934,0.0,0.0
2003-08-25,-19424.999999999956,636750.0,636750.0,516646.69624999346,0.05166466962499935,-0.0019424999999999941,-19424.99999999994
2003-08-26,26250.0,663000.0,663000.0,542896.6962499935,0.05428966962499935,0.0,0.0
2003-08-27,9149.999999999978,672150.0,672150.0,552046.6962499935,0.05520466962499935,0.0,0.0
2003-08-28,-1625.0,670525.0,670525.0,550421.6962499935,0.05504216962499935,-0.0001625,-1625.0
2003-08-29,8875.0,679400.0,679400.0,559296.6962499935,0.05592966962499935,0.0,0.0
2003-09-01,6725.000000000023,686125.0,686125.0,566021.6962499935,0.05660216962499935,0.0,0.0
2003-09-02,6500.0,692625.0,692625.0,572521.6962499935,0.05725216962499935,0.0,0.0
2003-09-03,-12799.999999999955,679825.0,679825.0,559721.6962499935,0.05597216962499935,-0.00128,-12800.0
2003-09-04,5625.0,685450.0,685450.0,565346.6962499935,0.056534669624999354,-0.0007175,-7175.0
2003-09-05,15349.999999999909,700800.0,700800.0,580696.6962499934,0.05806966962499934,0.0,0.0
2003-09-08,10550.00000000007,711350.0,711350.0,591246.6962499935,0.05912466962499935,0.0,0.0
2003-09-09,-6600.000000000023,704750.0,704750.0,584646.6962499935,0.058464669624999355,-0.00066,-6600.0
2003-09-10,3450.0000000000455,708200.0,708200.0,588096.6962499935,0.05880966962499935,-0.000315,-3150.0
2003-09-11,-1125.0,707075.0,707075.0,586971.6962499935,0.05869716962499935,-0.0004275,-4275.0
2003-09-12,-17331.98500000003,689950.0,-689950.0,569639.7112499935,0.05696397112499935,-0.0021606984999999984,-21606.984999999986
2003-09-15,20025.00000000009,669925.0,-669925.0,589664.7112499936,0.058966471124999364,-0.00015819849999998696,-1581.9849999998696
2003-09-16,-14750.0,684675.0,-684675.0,574914.7112499936,0.05749147112499937,-0.001633198499999987,-16331.98499999987
2003-09-17,12924.999999999955,671750.0,-671750.0,587839.7112499936,0.05878397112499936,-0.00034069849999998695,-3406.9849999998696
2003-09-18,20674.999999999956,651075.0,-651075.0,608514.7112499936,0.06085147112499936,0.0,0.0
2003-09-19,-10799.999999999955,661875.0,-661875.0,597714.7112499936,0.059771471124999365,-0.00108,-10800.0
2003-09-22,12049.999999999955,649825.0,-649825.0,609764.7112499936,0.06097647112499936,0.0,0.0
2003-09-23,-15599.999999999909,665425.0,-665425.0,594164.7112499938,0.05941647112499938,-0.0015599999999999883,-15599.999999999884
2003-09-24,-20730.785000000196,685950.0,685950.0,573433.9262499936,0.057343392624999365,-0.0036330785000000033,-36330.78500000003
2003-09-25,-7350.000000000023,678600.0,678600.0,566083.9262499936,0.05660839262499936,-0.004368078500000003,-43680.78500000003
2003-09-26,16725.000000000022,695325.0,695325.0,582808.9262499936,0.05828089262499936,-0.0026955785000000033,-26955.785000000033
2003-09-29,7250.0,702575.0,702575.0,590058.9262499936,0.05900589262499936,-0.0019705785000000034,-19705.785000000033
2003-09-30,6549.9999999999545,709125.0,709125.0,596608.9262499936,0.059660892624999365,-0.0013155785000000032,-13155.785000000033
2003-10-01,2100.0000000000227,711225.0,711225.0,598708.9262499936,0.05987089262499936,-0.0011055785000000033,-11055.785000000033
2003-10-03,12375.0,723600.0,723600.0,611083.9262499936,0.06110839262499936,0.0,0.0
2003-10-06,17524.999999999978,741125.0,741125.0,628608.9262499936,0.06286089262499936,0.0,0.0
2003-10-07,-3524.9999999999773,737600.0,737600.0,625083.9262499936,0.06250839262499937,-0.0003525,-3525.0
2003-10-08,2199.999999999932,739800.0,739800.0,627283.9262499935,0.06272839262499935,-0.00013250000000001165,-1325.0000000001164
2003-10-09,13450.000000000045,753250.0,753250.0,640733.9262499935,0.06407339262499935,0.0,0.0
2003-10-10,10774.999999999978,764025.0,764025.0,651508.9262499935,0.06515089262499935,0.0,0.0
2003-10-13,11825.000000000045,775850.0,775850.0,663333.9262499935,0.06633339262499935,0.0,0.0
2003-10-14,-15825.000000000045,760025.0,760025.0,647508.9262499935,0.06475089262499935,-0.0015825,-15825.0
2003-10-15,10850.000000000022,770875.0,770875.0,658358.9262499935,0.06583589262499935,-0.0004975,-4975.0
2003-10-16,10149.999999999978,781025.0,781025.0,668508.9262499935,0.06685089262499935,0.0,0.0
2003-10-17,4399.999999999977,785425.0,785425.0,672908.9262499935,0.06729089262499935,0.0,0.0
2003-10-20,-14724.999999999909,770700.0,770700.0,658183.9262499936,0.06581839262499936,-0.0014724999999999884,-14724.999999999884
2003-10-21,-15576.605000000085,755350.0,-755350.0,642607.3212499935,0.06426073212499935,-0.003030160499999998,-30301.60499999998
2003-10-22,6524.999999999977,748825.0,-748825.0,649132.3212499935,0.06491323212499935,-0.002377660499999998,-23776.60499999998
2003-10-23,11150.000000000091,737675.0,-737675.0,660282.3212499936,0.06602823212499936,-0.0012626604999999866,-12626.604999999865
2003-10-24,-20425.00000000007,758100.0,-758100.0,639857.3212499935,0.06398573212499935,-0.003305160499999998,-33051.60499999998
2003-10-25,-4125.0,762225.0,-762225.0,635732.3212499935,0.06357323212499935,-0.0037176604999999982,-37176.60499999998
2003-10-27,19800.00000000007,742425.0,-742425.0,655532.3212499936,0.06555323212499936,-0.0017376604999999865,-17376.604999999865
2003-10-28,2149.9999999999773,740275.0,-740275.0,657682.3212499936,0.06576823212499937,-0.0015226604999999864,-15226.604999999865
2003-10-29,-11274.999999999978,751550.0,-751550.0,646407.3212499936,0.06464073212499936,-0.0026501604999999867,-26501.604999999865
2003-10-30,-7102.527500000178,758425.0,758425.0,639304.7937499934,0.06393047937499935,-0.0033604132500000064,-33604.132500000065
2003-10-31,21300.00000000007,779725.0,779725.0,660604.7937499936,0.06606047937499936,-0.001230413249999995,-12304.132499999949
2003-11-03,24774.999999999978,804500.0,804500.0,685379.7937499936,0.06853797937499935,0.0,0.0
2003-11-04,5200.0000000000455,809700.0,809700.0,690579.7937499936,0.06905797937499936,0.0,0.0
2003-11-05,-4750.0,804950.0,804950.0,685829.7937499936,0.06858297937499935,-0.000475,-4750.0
2003-11-06,3899.9999999999773,808850.0,808850.0,689729.7937499936,0.06897297937499935,-8.5e-05,-850.0
2003-11-07,-10000.0,798850.0,798850.0,679729.7937499936,0.06797297937499935,-0.001085,-10850.0
2003-11-10,3699.999999999932,802550.0,802550.0,683429.7937499934,0.06834297937499935,-0.0007150000000000116,-7150.000000000116
2003-11-11,-1424.9999999999545,801125.0,801125.0,682004.7937499934,0.06820047937499935,-0.0008575000000000117,-8575.000000000116
2003-11-12,4524.999999999977,805650.0,805650.0,686529.7937499934,0.06865297937499934,-0.00040500000000001163,-4050.0000000001164
2003-11-13,-12363.057499999968,793525.0,-793525.0,674166.7362499934,0.06741667362499934,-0.0016413057500000111,-16413.05750000011
2003-11-14,14399.999999999978,779125.0,-779125.0,688566.7362499934,0.06885667362499934,-0.00020130575000001116,-2013.0575000001118
2003-11-15,-4700.0000000000455,783825.0,-783825.0,683866.7362499934,0.06838667362499934,-0.0006713057500000112,-6713.057500000112
2003-11-17,-11599.999999999909,795425.0,-795425.0,672266.7362499936,0.06722667362499936,-0.0018313057499999995,-18313.057499999995
2003-11-18,9649.999999999978,785775.0,-785775.0,681916.7362499936,0.06819167362499935,-0.0008663057499999995,-8663.057499999995
2003-11-19,12850.000000000022,772925.0,-772925.0,694766.7362499936,0.06947667362499936,0.0,0.0
2003-11-20,9750.0,763175.0,-763175.0,704516.7362499936,0.07045167362499935,0.0,0.0
2003-11-21,-10225.000000000022,773400.0,-773400.0,694291.7362499936,0.06942917362499935,-0.0010225,-10225.0
2003-11-24,949.9999999999318,772450.0,-772450.0,695241.7362499934,0.06952417362499934,-0.0009275000000000116,-9275.000000000116
2003-11-25,-13710.77749999995,785925.0,785925.0,681530.9587499935,0.06815309587499935,-0.0022985777500000083,-22985.777500000084
2003-11-27,13250.0,799175.0,799175.0,694780.9587499935,0.06947809587499934,-0.0009735777500000084,-9735.777500000084
2003-11-28,10800.00000000007,809975.0,809975.0,705580.9587499936,0.07055809587499935,0.0,0.0
2003-12-01,21149.999999999978,831125.0,831125.0,726730.9587499936,0.07267309587499936,0.0,0.0
2003-12-02,-1225.0000000000227,829900.0,829900.0,725505.9587499936,0.07255059587499936,-0.0001225,-1225.0
2003-12-03,6450.0000000000455,836350.0,836350.0,731955.9587499936,0.07319559587499935,0.0,0.0
2003-12-04,3074.999999999932,839425.0,839425.0,735030.9587499935,0.07350309587499934,0.0,0.0
2003-12-05,-14625.0,824800.0,824800.0,720405.9587499935,0.07204059587499935,-0.0014625,-14625.0
2003-12-08,800.0000000000682,825600.0,825600.0,721205.9587499936,0.07212059587499936,-0.0013824999999999883,-13824.999999999884
2003-12-09,14799.999999999955,840400.0,840400.0,736005.9587499936,0.07360059587499936,0.0,0.0
2003-12-10,649.9999999999773,841050.0,841050.0,736655.9587499936,0.07366559587499937,0.0,0.0
2003-12-11,4700.0000000000455,845750.0,845750.0,741355.9587499936,0.07413559587499936,0.0,0.0
2003-12-12,3200.0000000000455,848950.0,848950.0,744555.9587499936,0.07445559587499936,0.0,0.0
2003-12-15,12649.999999999978,861600.0,861600.0,757205.9587499936,0.07572059587499935,0.0,0.0
2003-12-16,1449.9999999999318,863050.0,863050.0,758655.9587499935,0.07586559587499934,0.0,0.0
2003-12-17,-2024.9999999999773,861025.0,861025.0,756630.9587499935,0.07566309587499935,-0.0002025,-2025.0
2003-12-18,12399.999999999978,873425.0,873425.0,769030.9587499935,0.07690309587499934,0.0,0.0
2003-12-19,12575.000000000045,886000.0,886000.0,781605.9587499935,0.07816059587499935,0.0,0.0
2003-12-22,7399.999999999977,893400.0,893400.0,789005.9587499935,0.07890059587499934,0.0,0.0
2003-12-23,-3250.0,890150.0,890150.0,785755.9587499935,0.07857559587499935,-0.000325,-3250.0
2003-12-24,14200.000000000045,904350.0,904350.0,799955.9587499935,0.07999559587499935,0.0,0.0
2003-12-26,14199.99999999993,918550.0,918550.0,814155.9587499934,0.08141559587499933,0.0,0.0
2003-12-29,20375.0,938925.0,938925.0,834530.9587499934,0.08345309587499934,0.0,0.0
2003-12-30,700.0000000000455,939625.0,939625.0,835230.9587499934,0.08352309587499934,0.0,0.0
2003-12-31,4524.999999999977,944150.0,944150.0,839755.9587499934,0.08397559587499934,0.0,0.0
2004-01-01,18500.0,962650.0,962650.0,858255.9587499934,0.08582559587499934,0.0,0.0
2004-01-02,12750.0,975400.0,975400.0,871005.9587499934,0.08710059587499934,0.0,0.0
2004-01-05,3175.000000000068,978575.0,978575.0,874180.9587499935,0.08741809587499935,0.0,0.0
2004-01-06,-17100.000000000022,961475.0,961475.0,857080.9587499935,0.08570809587499935,-0.00171,-17100.0
2004-01-07,2125.0,963600.0,963600.0,859205.9587499935,0.08592059587499935,-0.0014975,-14975.0
2004-01-08,27699.99999999993,991300.0,991300.0,886905.9587499934,0.08869059587499933,0.0,0.0
2004-01-09,375.0,991675.0,991675.0,887280.9587499934,0.08872809587499933,0.0,0.0
2004-01-12,-14899.999999999978,976775.0,976775.0,872380.9587499934,0.08723809587499934,-0.00149,-14900.0
2004-01-13,14750.0,991525.0,991525.0,887130.9587499934,0.08871309587499933,-1.5e-05,-150.0
2004-01-14,4649.999999999977,996175.0,996175.0,891780.9587499934,0.08917809587499934,0.0,0.0
2004-01-15,-20717.724999999977,975750.0,-975750.0,871063.2337499934,0.08710632337499934,-0.0020717724999999975,-20717.724999999977
2004-01-16,21500.0,954250.0,-954250.0,892563.2337499934,0.08925632337499934,0.0,0.0
2004-01-19,-19174.999999999956,973425.0,-973425.0,873388.2337499934,0.08733882337499933,-0.0019175,-19175.0
2004-01-20,28125.0,945300.0,-945300.0,901513.2337499934,0.09015132337499934,0.0,0.0
2004-01-21,27524.999999999978,917775.0,-917775.0,929038.2337499934,0.09290382337499933,0.0,0.0
2004-01-22,24274.999999999978,893500.0,-893500.0,953313.2337499934,0.09533132337499933,0.0,0.0
2004-01-23,-38799.999999999956,932300.0,-932300.0,914513.2337499934,0.09145132337499934,-0.00388,-38800.0
2004-01-27,-23936.785000000327,955950.0,955950.0,890576.448749993,0.0890576448749993,-0.006273678500000038,-62736.78500000038
2004-01-28,-23029.960000000072,933200.0,-933200.0,867546.4887499929,0.08675464887499929,-0.008576674500000046,-85766.74500000046
2004-01-29,11400.000000000091,921800.0,-921800.0,878946.488749993,0.0878946488749993,-0.007436674500000034,-74366.74500000034
2004-01-30,14375.0,907425.0,-907425.0,893321.488749993,0.08933214887499931,-0.005999174500000035,-59991.745000000345
2004-02-03,21174.999999999956,886250.0,-886250.0,914496.488749993,0.0914496488749993,-0.0038816745000000343,-38816.745000000345
2004-02-04,-26725.000000000022,912975.0,-912975.0,887771.488749993,0.08877714887499931,-0.006554174500000035,-65541.74500000034
2004-02-05,15000.0,897975.0,-897975.0,902771.488749993,0.0902771488749993,-0.005054174500000034,-50541.745000000345
2004-02-06,-19650.20500000014,917350.0,917350.0,883121.2837499928,0.08831212837499929,-0.0070191950000000536,-70191.95000000054
2004-02-09,24324.99999999993,941675.0,941675.0,907446.2837499927,0.09074462837499928,-0.004586695000000065,-45866.95000000065
2004-02-10,-3574.999999999932,938100.0,938100.0,903871.2837499928,0.09038712837499928,-0.004944195000000054,-49441.950000000536
2004-02-11,10500.0,948600.0,948600.0,914371.2837499928,0.09143712837499929,-0.0038941950000000534,-38941.950000000536
2004-02-12,-3625.0,944975.0,944975.0,910746.2837499928,0.09107462837499929,-0.004256695000000053,-42566.950000000536
2004-02-13,13500.0,958475.0,958475.0,924246.2837499928,0.09242462837499929,-0.0029066950000000537,-29066.950000000536
2004-02-16,324.9999999999318,958800.0,958800.0,924571.2837499927,0.09245712837499927,-0.002874195000000065,-28741.950000000652
2004-02-17,4775.000000000091,963575.0,963575.0,929346.2837499928,0.09293462837499929,-0.0023966950000000537,-23966.950000000536
2004-02-18,-3475.0000000000227,960100.0,960100.0,925871.2837499928,0.09258712837499929,-0.0027441950000000534,-27441.950000000536
2004-02-19,-30903.842499999882,929475.0,-929475.0,894967.4412499929,0.08949674412499929,-0.005834579250000044,-58345.79250000045
2004-02-20,2875.0,926600.0,-926600.0,897842.4412499929,0.08978424412499929,-0.005547079250000045,-55470.79250000045
2004-02-23,21450.000000000044,905150.0,-905150.0,919292.4412499929,0.0919292441249993,-0.0034020792500000447,-34020.79250000045
2004-02-24,-6325.0000000000455,911475.0,-911475.0,912967.4412499929,0.09129674412499929,-0.004034579250000045,-40345.79250000045
2004-02-25,17125.0,894350.0,-894350.0,930092.4412499929,0.0930092441249993,-0.002322079250000045,-23220.792500000447
2004-02-26,11450.000000000045,882900.0,-882900.0,941542.4412499929,0.09415424412499929,-0.0011770792500000447,-11770.792500000447
2004-02-27,-19500.0,902400.0,-902400.0,922042.4412499929,0.0922042441249993,-0.0031270792500000446,-31270.792500000447
2004-03-01,-21877.200000000244,924000.0,924000.0,900165.2412499927,0.09001652412499928,-0.0053147992500000634,-53147.99250000063
2004-03-03,4399.999999999977,928400.0,928400.0,904565.2412499927,0.09045652412499927,-0.004874799250000063,-48747.99250000063
2004-03-04,-10500.0,917900.0,917900.0,894065.2412499927,0.08940652412499928,-0.005924799250000064,-59247.99250000063
2004-03-05,19475.000000000022,937375.0,937375.0,913540.2412499927,0.09135402412499928,-0.003977299250000063,-39772.99250000063
2004-03-08,5424.9999999999545,942800.0,942800.0,918965.2412499927,0.09189652412499927,-0.0034347992500000633,-34347.99250000063
2004-03-09,-11799.999999999955,931000.0,931000.0,907165.2412499927,0.09071652412499927,-0.004614799250000063,-46147.99250000063
2004-03-10,-11549.999999999955,919450.0,919450.0,895615.2412499927,0.08956152412499928,-0.005769799250000063,-57697.99250000063
2004-03-11,-18170.46500000015,901550.0,-901550.0,877444.7762499925,0.08774447762499925,-0.007586845750000084,-75868.45750000083
2004-03-12,-4675.000000000068,906225.0,-906225.0,872769.7762499924,0.08727697762499924,-0.008054345750000094,-80543.45750000095
2004-03-15,26725.000000000022,879500.0,-879500.0,899494.7762499924,0.08994947762499925,-0.005381845750000095,-53818.45750000095
2004-03-16,6674.9999999999545,872825.0,-872825.0,906169.7762499924,0.09061697762499925,-0.004714345750000095,-47143.45750000095
2004-03-17,-3099.999999999909,875925.0,-875925.0,903069.7762499925,0.09030697762499926,-0.005024345750000083,-50243.45750000083
2004-03-18,17274.999999999978,858650.0,-858650.0,920344.7762499925,0.09203447762499925,-0.0032968457500000834,-32968.45750000083
2004-03-19,-4975.000000000023,863625.0,-863625.0,915369.7762499925,0.09153697762499925,-0.0037943457500000835,-37943.45750000083
2004-03-22,19899.999999999978,843725.0,-843725.0,935269.7762499925,0.09352697762499926,-0.0018043457500000833,-18043.457500000834
2004-03-23,-4549.9999999999545,848275.0,-848275.0,930719.7762499925,0.09307197762499926,-0.002259345750000083,-22593.457500000834
2004-03-24,1250.0,847025.0,-847025.0,931969.7762499925,0.09319697762499926,-0.0021343457500000835,-21343.457500000834
2004-03-25,-5200.0000000000455,852225.0,-852225.0,926769.7762499925,0.09267697762499925,-0.0026543457500000835,-26543.457500000834
2004-03-26,-21662.087500000212,873625.0,873625.0,905107.6887499923,0.09051076887499923,-0.004820554500000109,-48205.54500000109
2004-03-29,8700.000000000045,882325.0,882325.0,913807.6887499923,0.09138076887499923,-0.003950554500000109,-39505.54500000109
2004-03-30,-10125.0,872200.0,872200.0,903682.6887499923,0.09036826887499923,-0.004963054500000109,-49630.54500000109
2004-03-31,10574.99999999993,882775.0,882775.0,914257.6887499922,0.09142576887499922,-0.0039055545000001206,-39055.545000001206
2004-04-01,22774.999999999978,905550.0,905550.0,937032.6887499922,0.09370326887499922,-0.0016280545000001206,-16280.545000001206
2004-04-02,10225.000000000022,915775.0,915775.0,947257.6887499922,0.09472576887499921,-0.0006055545000001206,-6055.545000001206
2004-04-05,12175.00000000007,927950.0,927950.0,959432.6887499923,0.09594326887499922,0.0,0.0
2004-04-06,-50.00000000006821,927900.0,927900.0,959382.6887499922,0.09593826887499922,-5.000000000011641e-06,-50.000000000116415
2004-04-07,-3449.999999999932,924450.0,924450.0,955932.6887499923,0.09559326887499923,-0.00035,-3500.0
2004-04-08,5274.999999999977,929725.0,929725.0,961207.6887499923,0.09612076887499924,0.0,0.0
2004-04-12,-9850.000000000022,919875.0,919875.0,951357.6887499923,0.09513576887499924,-0.000985,-9850.0
2004-04-13,20850.000000000022,940725.0,940725.0,972207.6887499923,0.09722076887499922,0.0,0.0
2004-04-15,-10450.000000000045,930275.0,930275.0,961757.6887499923,0.09617576887499923,-0.001045,-10450.0
2004-04-16,2625.0,932900.0,932900.0,964382.6887499923,0.09643826887499923,-0.0007825,-7825.0
2004-04-17,-875.0,932025.0,932025.0,963507.6887499923,0.09635076887499923,-0.00087,-8700.0
2004-04-19,-14475.347499999883,917825.0,-917825.0,949032.3412499924,0.09490323412499924,-0.002317534749999992,-23175.347499999916
2004-04-20,-2699.999999999932,920525.0,-920525.0,946332.3412499925,0.09463323412499924,-0.00258753474999998,-25875.3474999998
2004-04-21,-15480.71750000031,935725.0,935725.0,930851.6237499922,0.09308516237499923,-0.004135606500000006,-41356.06500000006
2004-04-22,9199.99999999993,944925.0,944925.0,940051.6237499921,0.09400516237499922,-0.0032156065000000177,-32156.065000000177
2004-04-23,825.0000000000455,945750.0,945750.0,940876.6237499921,0.09408766237499921,-0.0031331065000000176,-31331.065000000177
2004-04-27,-37022.69999999998,909000.0,-909000.0,903853.9237499922,0.09038539237499922,-0.006835376500000013,-68353.76500000013
2004-04-28,950.0000000000455,908050.0,-908050.0,904803.9237499922,0.09048039237499922,-0.006740376500000013,-67403.76500000013
2004-04-29,3574.999999999932,904475.0,-904475.0,908378.923749992,0.0908378923749992,-0.006382876500000025,-63828.76500000025
2004-04-30,12800.00000000007,891675.0,-891675.0,921178.9237499922,0.09211789237499922,-0.005102876500000013,-51028.76500000013
2004-05-03,14049.999999999955,877625.0,-877625.0,935228.9237499922,0.09352289237499922,-0.003697876500000013,-36978.76500000013
2004-05-04,-13774.999999999978,891400.0,-891400.0,921453.9237499922,0.09214539237499922,-0.005075376500000013,-50753.76500000013
2004-05-05,-8725.000000000022,900125.0,-900125.0,912728.9237499922,0.09127289237499922,-0.005947876500000013,-59478.76500000013
2004-05-06,-11073.277500000131,910925.0,910925.0,901655.6462499921,0.09016556462499921,-0.007055204250000021,-70552.04250000021
2004-05-07,-17818.012499999895,893375.0,-893375.0,883837.6337499921,0.08838376337499922,-0.008837005500000017,-88370.05500000017
2004-05-10,19799.999999999956,873575.0,-873575.0,903637.6337499921,0.09036376337499921,-0.0068570055000000164,-68570.05500000017
2004-05-11,34625.0,838950.0,-838950.0,938262.6337499921,0.0938262633749992,-0.0033945055000000166,-33945.05500000017
2004-05-12,-8500.0,847450.0,-847450.0,929762.6337499921,0.09297626337499922,-0.004244505500000017,-42445.05500000017
2004-05-13,-1424.9999999999545,848875.0,-848875.0,928337.6337499921,0.09283376337499921,-0.0043870055000000165,-43870.05500000017
2004-05-14,62149.99999999998,786725.0,-786725.0,990487.6337499921,0.09904876337499921,0.0,0.0
2004-05-17,118050.00000000007,668675.0,-668675.0,1108537.6337499921,0.1108537633749992,0.0,0.0
2004-05-18,-67325.00000000004,736000.0,-736000.0,1041212.6337499921,0.10412126337499922,-0.0067325,-67325.0
2004-05-19,-37700.000000000044,773700.0,-773700.0,1003512.6337499921,0.10035126337499921,-0.0105025,-105025.0
2004-05-20,18325.000000000044,755375.0,-755375.0,1021837.6337499921,0.10218376337499921,-0.00867,-86700.0
2004-05-21,-19399.999999999978,774775.0,-774775.0,1002437.6337499921,0.10024376337499921,-0.01061,-106100.0
2004-05-24,-24864.820000000236,799400.0,799400.0,977572.8137499919,0.0977572813749992,-0.013096482000000019,-130964.82000000018
2004-05-25,1300.0000000000682,800700.0,800700.0,978872.813749992,0.0978872813749992,-0.012966482000000007,-129664.82000000007
2004-05-26,-3475.0000000000227,797225.0,797225.0,975397.813749992,0.0975397813749992,-0.013313982000000007,-133139.82000000007
2004-05-27,-4024.9999999999773,793200.0,793200.0,971372.813749992,0.0971372813749992,-0.013716482000000007,-137164.82000000007
2004-05-28,-52222.35999999998,741200.0,-741200.0,919150.4537499921,0.09191504537499921,-0.018938718000000004,-189387.18000000005
2004-05-31,9125.0,732075.0,-732075.0,928275.4537499921,0.09282754537499921,-0.018026218000000004,-180262.18000000005
2004-06-01,-9599.999999999909,741675.0,-741675.0,918675.4537499922,0.09186754537499922,-0.018986217999999992,-189862.17999999993
2004-06-02,-16625.0,758300.0,-758300.0,902050.4537499922,0.09020504537499922,-0.020648717999999993,-206487.17999999993
2004-06-03,24375.0,733925.0,-733925.0,926425.4537499922,0.09264254537499922,-0.018211217999999994,-182112.17999999993
2004-06-04,-17825.000000000044,751750.0,-751750.0,908600.4537499922,0.09086004537499921,-0.019993717999999994,-199937.17999999993
2004-06-07,-7975.000000000023,759725.0,-759725.0,900625.4537499922,0.09006254537499922,-0.020791217999999993,-207912.17999999993
2004-06-08,-6154.695000000174,765650.0,765650.0,894470.758749992,0.0894470758749992,-0.02140668750000001,-214066.87500000012
2004-06-09,-1149.9999999999773,764500.0,764500.0,893320.758749992,0.0893320758749992,-0.02152168750000001,-215216.87500000012
2004-06-10,-375.0,764125.0,764125.0,892945.758749992,0.0892945758749992,-0.02155918750000001,-215591.87500000012
2004-06-11,-18998.604999999887,745350.0,-745350.0,873947.1537499921,0.08739471537499921,-0.023459048,-234590.47999999998
